Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Gueltig_raw,Gueltig_von,Gueltig_bis
Kinder Joy Ei,Ferrero,"€ 1,11",Kein vorheriger Preis,"€ 55,50 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Geschirrset 18-tlg.,Livarno Home,"€ 24,99",Kein vorheriger Preis,"€ 1,39 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Hähnchen Unterkeulen,Metzgerfrisch,"€ 2,99",Kein vorheriger Preis,"€ 4,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Pesto,Barilla,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Performance Akku-Ratsche Starterset PARP 20-Li A1,Parkside,"€ 79,99",Kein vorheriger Preis,"€ 79,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Handmixer GN400111,Krups,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Kleinkinder Ski-Thermo Fleecejacke,Lupilu,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Werkstattwagen GWSPP 07,Güde,"€ 239,00",Kein vorheriger Preis,"€ 239,00 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Teigschaber,Zenker,"€ 2,00",Kein vorheriger Preis,"€ 2,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Laufband 2 in 1,Christopeit Sport,"€ 319,00",Kein vorheriger Preis,"€ 319,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Bauchmuskel-Roller,Crivit,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Sahnekapseln,Isi,"€ 4,99",Kein vorheriger Preis,"€ 0,50 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Fitnessreifen,Crivit,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Bistro Baguettes,Dr. Oetker,"€ 2,79",Kein vorheriger Preis,"€ 5,58 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Gabby-Puppe,Gabby's Dollhouse,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Kraftstation Ferrum TX3,Hammer,"€ 649,00",Kein vorheriger Preis,"€ 649,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Rotkohl,Keine Marke,"€ 1,29",Kein vorheriger Preis,"€ 1,29 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Käsescheiben,Bergader,"€ 1,69",Kein vorheriger Preis,"€ 13,52 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Original Pudding Vanille,Dr. Oetker,"€ 0,79",Kein vorheriger Preis,"€ 5,34 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Bio Basmati Reis XXL,Golden Sun,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Springform Königskuchen,Zenker,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Pyjama,Esmara,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Spezialität,Funny Frisch,"€ 1,19",Kein vorheriger Preis,"€ 14,87 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Bohrmaschinenzubehör,Parkside,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Crêpes XXL,Kuchenzauber,"€ 3,99",Kein vorheriger Preis,"€ 6,93 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Kinder-Pyjama,Lupilu,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Party Mix Minis,Sweet Corner,"€ 1,99",Kein vorheriger Preis,"€ 4,68 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Original Griechischer Joghurt,Mevgal,"€ 0,99",Kein vorheriger Preis,"€ 4,95 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Backform,SilverCrest,"€ 3,59",Kein vorheriger Preis,"€ 3,59 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Weltmeisterbrötchen,Lidl Backshop,"€ 0,78",Kein vorheriger Preis,"€ 0,26 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Kinder Country,Ferrero,"€ 4,39",Kein vorheriger Preis,"€ 11,68 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
4 Wassergläser,Ernesto,"€ 6,99",Kein vorheriger Preis,"€ 1,75 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Silikon-Backform,SilverCrest,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Gerippte Slips 3er,Esmara,"€ 3,99",Kein vorheriger Preis,"€ 1,33 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Apfeltasche,Lidl Backshop,"€ 0,39",Kein vorheriger Preis,"€ 0,39 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Aluminium-Haushaltsleiter,Parkside,"€ 32,99",Kein vorheriger Preis,"€ 32,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Delikatess Edelsalami XXL,Dulano,"€ 1,69",Kein vorheriger Preis,"€ 9,94 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Mini Mozzarella,Milbona,"€ 1,11",Kein vorheriger Preis,"€ 8,88 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Fruchtgummi,Sweet Corner,"€ 1,11",Kein vorheriger Preis,"€ 3,70 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Kinder Thermoleggings,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Delikatess Schinkenbraten,Dulano,"€ 1,69",Kein vorheriger Preis,"€ 16,90 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Fairer Bio Kaffee,Fairglobe,"€ 8,25",Kein vorheriger Preis,"€ 16,50 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Mascarpone,Milbona,"€ 1,89",Kein vorheriger Preis,"€ 7,56 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Fairer Bio Kaffee,Fairglobe,"€ 15,45",Kein vorheriger Preis,"€ 15,45 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Käse für den Ofen,Milbona,"€ 1,99",Kein vorheriger Preis,"€ 11,06 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Super Shots,Hohes C,"€ 1,69",Kein vorheriger Preis,"€ 5,12 / l -",10.10. - 11.10.,2025-10-10,2025-10-11
Blätterteigtaschen,Eridanous,"€ 3,79",Kein vorheriger Preis,"€ 3,79 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Baby Winterstiefel,Lupilu,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Winkelschleiferzubehör,Parkside,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Käseschnecken,Eridanous,"€ 2,79",Kein vorheriger Preis,"€ 4,10 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Knusperringe Calamares Style,Fischerstolz,"€ 3,49",Kein vorheriger Preis,"€ 8,72 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Strickmütze,Lupilu,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Abmantelungswerkzeug,Parkside,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Schwerlastregal,Parkside,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Schweinerückensteaks,Metzgerfrisch,"€ 5,79",Kein vorheriger Preis,"€ 7,24 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Chicken Nuggets,Lidlobu,"€ 3,49",Kein vorheriger Preis,"€ 6,98 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Putenschnitzel auf Metaxa-Sauce,Metzgerfrisch,"€ 3,99",Kein vorheriger Preis,"€ 7,98 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Weißwein,Retsina,"€ 1,49",Kein vorheriger Preis,"€ 2,98 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Hähnchen Schmelz-Käse Ecken Nacho-Style,Metzgerfrisch,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Color Pulver,Ariel,"€ 8,99",Kein vorheriger Preis,"€ 0,25 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Winkelschleifer PWS 115 C3,Parkside,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Instant Kaffee Gold,Dallmayr,"€ 7,49",Kein vorheriger Preis,"€ 37,45 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Hirschgulasch,Deluxe,"€ 7,99",Kein vorheriger Preis,"€ 19,97 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Schimmelflecken-Blocker,Parkside,"€ 3,99",Kein vorheriger Preis,"€ 9,97 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Kraftstation Ferrum TX2 II,Hammer,"€ 589,00",Kein vorheriger Preis,"€ 589,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Gymnastikmatte,Crivit,"€ 6,29",Kein vorheriger Preis,"€ 6,29 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Schokoriegel,Snickers,"€ 3,99",Kein vorheriger Preis,"€ 7,98 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Wischmopp-Set Easy Wring & Clean,Vileda,"€ 27,99",Kein vorheriger Preis,"€ 27,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Laufband TM 500S,Christopeit Sport,"€ 379,00",Kein vorheriger Preis,"€ 379,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Pilze am Stück,Deluxe,"€ 2,49",Kein vorheriger Preis,"€ 8,30 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Kitchen Tools Kontaktgrill SKGE 2000 D3,SilverCrest,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Weichspüler,Lenor,"€ 2,99",Kein vorheriger Preis,"€ 2,41 / l -",09.10. - 11.10.,2025-10-09,2025-10-11
Fischstäbchen,Iglo,"€ 2,99",Kein vorheriger Preis,"€ 6,64 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Trolley Reisekoffer,TopMove,"€ 27,99",Kein vorheriger Preis,"€ 27,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Mehrzweckseil,Parkside,"€ 5,79",Kein vorheriger Preis,"€ 5,79 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Joghurt,Milbona,"€ 0,89",Kein vorheriger Preis,"€ 1,78 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Sahnejoghurt,Zott,"€ 0,39",Kein vorheriger Preis,"€ 2,60 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Fleischwolf MFW2514W,Bosch,"€ 69,99",Kein vorheriger Preis,"€ 69,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Aluminium-Kasserolle,Livarno Home,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Kinder-Ski-Hose,Crivit,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Heißluftfritteusen Zubehör-Set,SilverCrest,"€ 6,99",Kein vorheriger Preis,"€ 2,33 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Halloumi Grillkäse,Eridanous,"€ 2,49",Kein vorheriger Preis,"€ 11,07 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Kitchen Tools Waffeleisen SWEW 750 D4,SilverCrest,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Vital­-Kürbiskernbrot,Lidl Backshop,"€ 1,99",Kein vorheriger Preis,"€ 2,65 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Gefüllte Weinblätter,Eridanous,"€ 1,79",Kein vorheriger Preis,"€ 6,39 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Steckschlüssel-Satz 39-tlg.,Parkside,"€ 9,99",Kein vorheriger Preis,"€ 0,26 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Halloween Popcorn Wednesday,Keine Marke,"€ 2,49",Kein vorheriger Preis,"€ 9,96 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Feta,Eridanous,"€ 4,99",Kein vorheriger Preis,"€ 12,47 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Marzipan Butterstollen Konfekt,Favorina,"€ 2,69",Kein vorheriger Preis,"€ 8,97 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Kaffeemühle SKMS 180 B1,SilverCrest,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Pfanne Kupfer 24 cm,SilverCrest,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Mandel-Florentiner,Favorina,"€ 2,49",Kein vorheriger Preis,"€ 19,92 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Laktosefreie Schlagsahne,Milbona,"€ 1,15",Kein vorheriger Preis,"€ 5,75 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Conference Birnen,Keine Marke,"€ 1,49",Kein vorheriger Preis,"€ 1,49 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Griechischer Naturjoghurt,Eridanous,"€ 2,59",Kein vorheriger Preis,"€ 2,59 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Bügeltisch Universal,Vileda,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Pfanne Kupfer 28 cm,SilverCrest,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Herren Arbeitsbundhose,Parkside,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Schneidematte,Crelando,"€ 14,99",Kein vorheriger Preis,"€ 0,48 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Kinder-Ski-Hose,Crivit,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Bio Reiswaffeln,Sondey,"€ 0,65",Kein vorheriger Preis,"€ 4,81 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Cherrystrauchtomaten,Keine Marke,"€ 0,79",Kein vorheriger Preis,"€ 7,90 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Herren Arbeitsjacke,Parkside,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Müsli,Kölln,"€ 2,49",Kein vorheriger Preis,"€ 5,53 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Herbstmix Fall in Love,Keine Marke,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Kräuter-Butter,Milbona,"€ 1,19",Kein vorheriger Preis,"€ 11,90 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Birnen Rocha,Keine Marke,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Herren-Fleecejacke,Parkside,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Ultimate Plus,Finish,"€ 12,99",Kein vorheriger Preis,"€ 0,17 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Dekochrysanthemen,Keine Marke,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Käsescheiben,Leerdammer,"€ 2,99",Kein vorheriger Preis,"€ 13,29 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Bio-Käsescheiben,Milbona,"€ 2,15",Kein vorheriger Preis,"€ 10,75 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Halloween Schoko Lolly Wednesday,Keine Marke,"€ 2,49",Kein vorheriger Preis,"€ 16,60 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Fruchtsecco,Rotkäppchen,"€ 2,69",Kein vorheriger Preis,"€ 3,59 / l -",09.10. - 11.10.,2025-10-09,2025-10-11
Grüne Oliven,Eridanous,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Hanuta Minis,Ferrero,"€ 3,79",Kein vorheriger Preis,"€ 13,58 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
deLuxe Gänsefeder/Daunen Kopfkissen Gold-Edition,Balette,"€ 37,99",Kein vorheriger Preis,"€ 37,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Creme Joghurt,Milbona,"€ 2,49",Kein vorheriger Preis,"€ 2,49 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Manouri,Eridanous,"€ 2,99",Kein vorheriger Preis,"€ 14,95 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Raki Gold,Efe,"€ 14,99",Kein vorheriger Preis,"€ 21,41 / l -",29.09. - 04.10.,2025-09-29,2025-10-04
Halloween Fruchtkaubonbons,Keine Marke,"€ 4,79",Kein vorheriger Preis,"€ 3,99 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Waschmittel,Maxi Trat,"€ 8,99",Kein vorheriger Preis,"€ 0,20 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Mezquiriz Tempranillo Tinto Roble,Navarra,"€ 27,99",Kein vorheriger Preis,"€ 6,22 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Hortensienstrauß,Keine Marke,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Kids Pyjama,Esmara,"€ 4,44",Kein vorheriger Preis,"€ 4,44 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Schokolade,Toblerone,"€ 1,49",Kein vorheriger Preis,"€ 14,90 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
LED-Deko-Beleuchtung,Livarno Home,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Nippon Puffreis Häppchen,Hosta,"€ 1,79",Kein vorheriger Preis,"€ 8,95 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
WC-Sitz,Wenko,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Meistertorte,Coppenrath & Wiese,"€ 5,99",Kein vorheriger Preis,"€ 9,90 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Thermostat-Duscharmatur,Livarno Home,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Kinder Maxi King,Ferrero,"€ 1,49",Kein vorheriger Preis,"€ 14,19 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Wanduhr,Auriol,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Damen Pyjama,Keine Marke,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Damen Leggings,Keine Marke,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Räucherlachs,Deluxe,"€ 2,79",Kein vorheriger Preis,"€ 27,90 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Gefüllte Pfefferonen,Eridanous,"€ 2,29",Kein vorheriger Preis,"€ 15,27 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Vollmundig & Würzig,Saint Albray,"€ 2,49",Kein vorheriger Preis,"€ 13,83 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Schweine Rückenbraten,Metzgerfrisch,"€ 5,49",Kein vorheriger Preis,"€ 5,49 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
QLED-TV L43QM10P,Chiq,"€ 199,00",Kein vorheriger Preis,"€ 199,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Cremissimo Eis,Langnese,"€ 1,66",Kein vorheriger Preis,"€ 2,01 / l -",04.10. - 04.10.,2025-10-04,2025-10-04
Softe Honigkugeln,Deluxe,"€ 3,99",Kein vorheriger Preis,"€ 16,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Grüne Oliven,Eridanous,"€ 5,99",Kein vorheriger Preis,"€ 7,05 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Goldlocken,Fischerstolz,"€ 2,15",Kein vorheriger Preis,"€ 16,54 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Butterkeks,Sondey,"€ 1,69",Kein vorheriger Preis,"€ 4,22 / kg -",04.10. - 04.10.,2025-10-04,2025-10-04
Margarine zum Backen,Sanella,"€ 1,29",Kein vorheriger Preis,"€ 3,23 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Energy Drink,Red Bull,"€ 0,85",Kein vorheriger Preis,"€ 3,40 / l -",29.09. - 04.10.,2025-09-29,2025-10-04
Kalmar,Eridanous,"€ 6,99",Kein vorheriger Preis,"€ 11,10 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Silikon Springform Blume,Coox,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Mandeln,Belbake,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
4-Käse-Mix XXL,Milbona,"€ 3,49",Kein vorheriger Preis,"€ 8,72 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Schweine Minutensteaks,Metzgerfrisch,"€ 2,79",Kein vorheriger Preis,"€ 6,97 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Bio Rinder Gulasch,Metzgerfrisch,"€ 5,89",Kein vorheriger Preis,"€ 14,72 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Milchschnitte Erdbeere,Ferrero,"€ 2,99",Kein vorheriger Preis,"€ 10,68 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Mohn-Streuselkuchen,Ölz,"€ 2,39",Kein vorheriger Preis,"€ 5,97 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Puten ­Brustfilet,Metzgerfrisch,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Kalter Hund Mini,Oma Hartmanns,"€ 2,99",Kein vorheriger Preis,"€ 11,96 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Der Cremige Weichkäsezubereitung,Rotkäppchen Käse,"€ 2,49",Kein vorheriger Preis,"€ 14,23 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Bierschinken,Dulano,"€ 1,29",Kein vorheriger Preis,"€ 12,90 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Men Expert Anti Transpirant Deospray,L'Oréal Paris,"€ 3,29",Kein vorheriger Preis,"€ 13,16 / l -",09.10. - 11.10.,2025-10-09,2025-10-11
Doppelgehrungssäge,Parkside,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Delikatess Mini-Wiener,Dulano,"€ 2,59",Kein vorheriger Preis,"€ 8,09 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Kitchen Tools Mikrowelle SMW 700 D3,SilverCrest,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Frischkäse,Exquisa,"€ 1,59",Kein vorheriger Preis,"€ 5,30 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Bayerischer Leberkäse,Dulano,"€ 3,49",Kein vorheriger Preis,"€ 8,72 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Handnähmaschine,Singer,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Kaffeevollautomat Quattro Force EA8178,Krups,"€ 299,00",Kein vorheriger Preis,"€ 299,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
High Protein-Pudding,Dr. Oetker,"€ 1,99",Kein vorheriger Preis,"€ 4,97 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Delikatess Bacon,Dulano,"€ 1,39",Kein vorheriger Preis,"€ 13,90 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
7-Zonen Taschenfederkern-Matratze Flex Air,Fjödur,"€ 169,00",Kein vorheriger Preis,"€ 169,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
