Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
AMECKE,Sanfte Säfte,"€ 1,99","€ 2,99","pro Einheit = 1,00","pro Einheit = 1,00",versch. Sorten,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_271.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000342,obs_0000013865|obs_0000028754|obs_0000015483|obs_0000014205|obs_0000026244|obs_0000005271|obs_0000027592|obs_0000027100|obs_0000028381|obs_0000007269|obs_0000032129|obs_0000029974|obs_0000031344,obs_0000013865|obs_0000028754|obs_0000015483|obs_0000014205,,
LUKULL,Sauce Hollandaise,"€ 1,29","€ 2,29","1 l = 5,16","1 l = 5,16",klassisch oder Balance,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_209.jpg,cat_grundnahrung,,BLS-U990400,ref_000343,obs_0000034898|obs_0000015434|obs_0000031029|obs_0000032237|obs_0000006127|obs_0000013386|obs_0000028755|obs_0000034889|obs_0000034901|obs_0000011915|obs_0000010474|obs_0000008982|obs_0000032425,obs_0000015434|obs_0000034898|obs_0000031029|obs_0000032237|obs_0000006127,,
K-CLASSIC,Sauerkirschen,"€ 2,99",,"1 kg = 8,55","1 kg = 8,55","ohne Stein, leicht gezuckert",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_183.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_tk_fertiggerichte,tag_ultra_processed",,BLS-F212100,ref_000344,obs_0000028211,obs_0000028211,,
VISS,Scheuermilch,"€ 1,49","€ 1,95","1 l = 2,98","1 l = 2,98",Citrus oder Original,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_316.jpg,"cat_drogerie,diet_vegetarian,sub_milchprodukte",,,ref_000345,obs_0000031048|obs_0000011603|obs_0000009187|obs_0000009670,obs_0000031048|obs_0000011603,,
COUNTRYSIDE,Schilf-Sichtschutzmatte,"€ 19,99",,"pro Einheit = 3,34","pro Einheit = 3,34","Aus natürlichem Schilfrohr, mit Drahtbindung Sicht- und Windschutz für Garten, Terrasse etc. Individuell kürzbar Größe ca. 600 x 100 cm",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_407.jpg,"cat_non_food,tag_ultra_processed",,,ref_000346,obs_0000024815,obs_0000024815,,
K-PURLAND,Schinkenschnitzel,"€ 3,99",,"1 kg = 6,65","1 kg = 6,65",aus der Oberschale vom Schwein,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_096.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,sub_wurst,tag_proteinreich,tag_ultra_processed",,BLS-U543100,ref_000347,obs_0000010338|obs_0000010587|obs_0000012759|obs_0000014909|obs_0000008974|obs_0000013390|obs_0000009464|obs_0000011842,obs_0000010338|obs_0000010587|obs_0000012759|obs_0000014909|obs_0000008974|obs_0000013390|obs_0000009464|obs_0000011842,,
FROSTA,Schlemmerfilet versch Sorten,"€ 2,79","€ 4,19","1 kg = 7,75 - 8,72","1 kg = 7,75 - 8,72","Alaska-Seelachs-Filet mit Topping, versch. Sorten",Nein,Dieses Angebot findest du vom 13.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-13,2026-04-15,../images/kaufland/kaufland_offer_589.jpg,"cat_fisch_meeresfruechte,sub_tk_fertiggerichte,tag_ultra_processed",,,ref_000348,obs_0000015285|obs_0000013391|obs_0000010408|obs_0000015254|obs_0000016108|obs_0000013549|obs_0000000915|obs_0000028098|obs_0000024900|obs_0000023771|obs_0000016996|obs_0000024190|obs_0000027256|obs_0000016380,obs_0000015285|obs_0000013391,,
FRANKENLAND,Schmand,"€ 0,89","€ 1,09","1 kg = 4,45","1 kg = 4,45","Sauerrahm, 24 % Fett",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_146.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme",,,ref_000349,obs_0000014489|obs_0000011034|obs_0000009974|obs_0000031866|obs_0000003203|obs_0000004483|obs_0000004910|obs_0000001733|obs_0000034373|obs_0000001870|obs_0000004056|obs_0000034793|obs_0000002418|obs_0000005914|obs_0000029482|obs_0000010416|obs_0000001486|obs_0000031453|obs_0000001902|obs_0000011031|obs_0000013207|obs_0000012648|obs_0000007769|obs_0000006448|obs_0000006451|obs_0000005540,obs_0000003203|obs_0000004483|obs_0000014489|obs_0000011034|obs_0000005914|obs_0000029482|obs_0000004910|obs_0000001733|obs_0000034373|obs_0000001870|obs_0000004056|obs_0000031453|obs_0000034793|obs_0000002418|obs_0000009974|obs_0000031866,,
K-CLASSIC,Schmelzkäsezubereitung,"€ 1,29","€ 1,59","1 kg = 6,45","1 kg = 6,45","Sahnig, mit Gouda oder Kräuter, 42 - 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_152.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000350,obs_0000024641|obs_0000018629|obs_0000022387|obs_0000012179|obs_0000008128|obs_0000022629|obs_0000006284|obs_0000007539|obs_0000001535|obs_0000005902,obs_0000024641|obs_0000018629|obs_0000022387|obs_0000012179|obs_0000008128,,
K-CLASSIC,Schoko-Röllchen,"€ 1,59","€ 1,79","1 kg = 12,72","1 kg = 12,72",mit Vollmilch- oder Zartbitterschokolade,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_225.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,,ref_000351,,,,
SCHOGETTEN,Schokolade,"€ 0,95",,"1 kg = 9,50","1 kg = 9,50",versch. Sorten,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_254.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,BLS-S500000,ref_000352,obs_0000011783|obs_0000015893|obs_0000027700|obs_0000013879|obs_0000028232|obs_0000013394|obs_0000028244|obs_0000028249|obs_0000000091|obs_0000015454|obs_0000004705|obs_0000034408|obs_0000031849|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000025739|obs_0000008861|obs_0000015026|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000034013|obs_0000000230|obs_0000018155|obs_0000003326|obs_0000004873|obs_0000018698|obs_0000003851|obs_0000014104|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000031011|obs_0000021291|obs_0000016691|obs_0000004446|obs_0000011112|obs_0000008595|obs_0000008610|obs_0000004019|obs_0000006579|obs_0000010166|obs_0000012219|obs_0000026556|obs_0000009149|obs_0000017857|obs_0000022979,obs_0000011783|obs_0000015893|obs_0000027700|obs_0000013879|obs_0000028232|obs_0000013394|obs_0000028244|obs_0000028249|obs_0000000091|obs_0000015454|obs_0000004705|obs_0000034408|obs_0000031849|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000025739|obs_0000008861|obs_0000015026|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000034013|obs_0000000230|obs_0000018155|obs_0000003326|obs_0000004873|obs_0000018698|obs_0000003851|obs_0000014104|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000031011|obs_0000021291|obs_0000016691|obs_0000004446|obs_0000011112|obs_0000008595|obs_0000008610|obs_0000004019|obs_0000006579|obs_0000010166|obs_0000012219|obs_0000026556|obs_0000009149|obs_0000017857|obs_0000022979,,
Keine Marke,Schopflavendel,"€ 6,99",,"pro Einheit = 6,99","pro Einheit = 6,99",Topf Ø 18 cm,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_085.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000353,,,,
KÖSTRITZER,Schwarzbier,"€ 12,99",,"1 l = 1,30","1 l = 1,30",(+ 3.10 Pfand),Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_304.jpg,cat_getraenke,,BLS-P167000,ref_000354,obs_0000009456|obs_0000013399|obs_0000029030|obs_0000029259|obs_0000031255|obs_0000032727|obs_0000006906,obs_0000029030|obs_0000029259|obs_0000009456|obs_0000013399|obs_0000031255|obs_0000032727|obs_0000006906,,
Beck's,Schweine-Schaschlik,"€ 7,99",,"pro Einheit = 1,00","pro Einheit = 1,00","Classic-Style mariniert, zum Selberspießen",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_095.jpg,"cat_fleisch_wurst,sub_schwein",,,ref_000355,,,,x
K-WERTSCHÄTZE,Schweinebraten,"€ 8,50",,"pro Einheit = 8,50","pro Einheit = 8,50",aus eigener Herstellung,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_120.jpg,"cat_fleisch_wurst,sub_schwein",,BLS-U950200,ref_000356,obs_0000011777|obs_0000008953|obs_0000018217|obs_0000018564|obs_0000021721|obs_0000021254|obs_0000008531|obs_0000022955|obs_0000012753|obs_0000020435|obs_0000007638|obs_0000000518|obs_0000024675,obs_0000011777|obs_0000008953|obs_0000018217,,
K-PURLAND,Schweinefilet am Stück,"€ 8,88",,"pro Einheit = 8,88","pro Einheit = 8,88","am Stück, für Grill und Pfanne",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_092.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich",,,ref_000357,obs_0000010579|obs_0000012758|obs_0000015345|obs_0000013402|obs_0000011840|obs_0000014910|obs_0000009366|obs_0000013063|obs_0000010461|obs_0000014905|obs_0000008821|obs_0000009417|obs_0000015741|obs_0000009937|obs_0000024642|obs_0000020822|obs_0000025165|obs_0000001010|obs_0000023629|obs_0000021641|obs_0000001637|obs_0000001638|obs_0000001945|obs_0000000002|obs_0000028675|obs_0000020515|obs_0000002156|obs_0000034902|obs_0000016537|obs_0000020808|obs_0000004471|obs_0000000507|obs_0000019043|obs_0000004898|obs_0000002901|obs_0000021334|obs_0000003040|obs_0000027670|obs_0000025707|obs_0000021627|obs_0000001195|obs_0000034085|obs_0000017752|obs_0000009573|obs_0000026057|obs_0000007631|obs_0000021967|obs_0000001519|obs_0000013883|obs_0000003708,obs_0000010579|obs_0000012758|obs_0000015345|obs_0000013402|obs_0000011840,,
K-PURLAND,Schweinehackfleisch,"€ 2,22",,"1 kg = 4,44","1 kg = 4,44",zum Braten,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_093.jpg,"cat_fleisch_wurst,sub_hackfleisch,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich",,BLS-U020100,ref_000358,obs_0000010462|obs_0000010577|obs_0000012754|obs_0000014901|obs_0000008934|obs_0000009202|obs_0000011834|obs_0000008554|obs_0000013403,obs_0000010462|obs_0000010577|obs_0000008554|obs_0000012754|obs_0000014901|obs_0000008934|obs_0000009202|obs_0000013403|obs_0000011834,,
K-PURLAND,Schweinenackensteak Bockbier Style,"€ 4,49",,"1 kg = 5,99","1 kg = 5,99","würzig mariniert, 2 x 2 Stück",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_090.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein",,,ref_000359,obs_0000008540|obs_0000009486|obs_0000009946|obs_0000030101,obs_0000008540,,
HENKELL,Sekt,"€ 3,99","€ 5,99","1 l = 5,32","1 l = 5,32",trocken oder brut,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_295.jpg,cat_getraenke,,,ref_000360,obs_0000011802|obs_0000017436|obs_0000018465|obs_0000017456|obs_0000003634|obs_0000013889|obs_0000019009|obs_0000031833|obs_0000019561|obs_0000018037|obs_0000028281|obs_0000000122|obs_0000012437|obs_0000010911|obs_0000026289|obs_0000023255|obs_0000027358|obs_0000018687|obs_0000016680|obs_0000015666|obs_0000014644|obs_0000024889|obs_0000026425|obs_0000011590|obs_0000015699|obs_0000027487|obs_0000008047|obs_0000012694|obs_0000002457|obs_0000022430|obs_0000025002|obs_0000001461|obs_0000026048|obs_0000034641|obs_0000032264|obs_0000028182|obs_0000013336|obs_0000015931|obs_0000015933|obs_0000008276|obs_0000023645|obs_0000008803|obs_0000024169|obs_0000015498|obs_0000013971|obs_0000012436|obs_0000010391|obs_0000031399|obs_0000009903|obs_0000010420,obs_0000032264|obs_0000011802|obs_0000017436|obs_0000018465|obs_0000017456|obs_0000003634|obs_0000013889|obs_0000019009|obs_0000031833|obs_0000019561|obs_0000018037|obs_0000028281|obs_0000000122|obs_0000012437|obs_0000010911|obs_0000026289|obs_0000023255|obs_0000027358|obs_0000018687|obs_0000016680|obs_0000015666|obs_0000014644|obs_0000024889|obs_0000026425|obs_0000011590|obs_0000015699|obs_0000027487|obs_0000031084|obs_0000008047|obs_0000029076|obs_0000012694|obs_0000002457|obs_0000022430|obs_0000025002|obs_0000001461|obs_0000026048,,
NIVEA,Shampoo oder Spülung,"€ 2,49","€ 2,95","1 l = 9,96 - 12,45","1 l = 9,96 - 12,45",versch. Sorten,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_321.jpg,cat_drogerie,,,ref_000361,obs_0000011609|obs_0000015518|obs_0000012017|obs_0000012465|obs_0000012896|obs_0000013405|obs_0000016129|obs_0000010773|obs_0000012018|obs_0000012696|obs_0000013613|obs_0000005485|obs_0000005852|obs_0000006589|obs_0000015098|obs_0000007501|obs_0000015963|obs_0000006246|obs_0000033398|obs_0000034239|obs_0000005671|obs_0000006393|obs_0000005296|obs_0000006051|obs_0000032840|obs_0000032877|obs_0000033059|obs_0000033092|obs_0000033133|obs_0000033168|obs_0000000446|obs_0000033215|obs_0000033227|obs_0000033237|obs_0000033244|obs_0000033372|obs_0000033460|obs_0000033529|obs_0000033623|obs_0000033649|obs_0000009325|obs_0000034052|obs_0000009494|obs_0000009796|obs_0000009955|obs_0000034662|obs_0000001916|obs_0000010154|obs_0000034854|obs_0000035066,obs_0000011609|obs_0000012017|obs_0000012465|obs_0000012896|obs_0000013405|obs_0000015518|obs_0000016129,,
WEINBERGER,Shiatsu-Fußmassagegerät 13247,"€ 29,99",,"pro Einheit = 29,99","pro Einheit = 29,99",3 Intensitätsstufen Mit Links-/Rechtslauf der Massageköpfe Integriertes Bedienfeld 24 W,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_374.jpg,cat_getraenke,,,ref_000362,,,,
YELLOW TAIL,Shiraz o Cabernet Sauvignon,"€ 4,49",,"1 l = 5,99","1 l = 5,99","Australien, z. B. Shiraz: Aroma von Beeren, Vanille und Eiche, passt zu Pasta und Steak",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_285.jpg,cat_getraenke,,,ref_000363,obs_0000013406|obs_0000011136,obs_0000013406|obs_0000011136,,
COUNTRYSIDE,Sichtschutzmatte,"€ 14,99",,"pro Einheit = 5,00","pro Einheit = 5,00","Praktischer Sicht- und Windschutz In Bambusoptik Für Garten, Balkon oder Terrasse Zur Anbringung an Zäune, Geländer oder Pergolas Witterungs- und UV-beständig Langlebig und pflegeleicht Größe ca. 300 x 100 cm Inkl. Montagematerial",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_413.jpg,cat_non_food,,,ref_000364,obs_0000024815,,,
K-CLASSIC,Sirup,"€ 1,59","€ 1,99","1 l = 2,28","1 l = 2,28",versch. Sorten,Nein,Dieses Angebot findest du vom 13.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-13,2026-04-15,../images/kaufland/kaufland_offer_605.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000365,obs_0000013408|obs_0000016135|obs_0000010950|obs_0000009104|obs_0000027922|obs_0000014266|obs_0000024054|obs_0000024478|obs_0000034849|obs_0000022582|obs_0000010740|obs_0000006902|obs_0000006019|obs_0000010151|obs_0000032719|obs_0000014016,obs_0000010950|obs_0000009104|obs_0000013408|obs_0000027922|obs_0000016135|obs_0000014266,,
DREAMOLINO,Sitzkissen SoftSitter,"€ 17,99","€ 39,90","pro Einheit = 17,99","pro Einheit = 17,99","Aus TPE Mit Wabenstruktur für komfortables Sitzen Elastisch und formstabil Atmungsaktiv dank offener Waben Pflegeleicht Größe ca. B 42 x H 3,7 x T 37 cm",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_467.jpg,"cat_non_food,tag_ultra_processed",,,ref_000366,obs_0000010877|obs_0000022669|obs_0000000019|obs_0000003736,obs_0000010877,,
MILCH-SCHNITTE,Snack,"€ 1,99",,"1 kg = 7,11","1 kg = 7,11","Schnitten mit Milchcreme, Original oder Pfirsich-Maracuja",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_140.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_schwein,tag_ultra_processed",,,ref_000367,obs_0000015693|obs_0000014824|obs_0000025802|obs_0000017698|obs_0000018804|obs_0000008197|obs_0000019979|obs_0000012306|obs_0000023575|obs_0000021028|obs_0000030259|obs_0000018996|obs_0000023607|obs_0000013893|obs_0000022092|obs_0000021583|obs_0000016980|obs_0000011363|obs_0000010362|obs_0000026755|obs_0000021646|obs_0000004751|obs_0000014487|obs_0000001186|obs_0000022180|obs_0000010937|obs_0000016585|obs_0000021709|obs_0000021205|obs_0000014558|obs_0000004324|obs_0000025328|obs_0000020209|obs_0000004850|obs_0000026865|obs_0000000263|obs_0000030477|obs_0000020764|obs_0000009006|obs_0000006455|obs_0000003897|obs_0000000326|obs_0000004423|obs_0000010056|obs_0000020827|obs_0000018282|obs_0000025971|obs_0000016259|obs_0000009605|obs_0000019850,obs_0000025802|obs_0000017698|obs_0000015693|obs_0000018804|obs_0000014824,,
VINSON,Sneakersocken,"€ 2,99",,"pro Einheit = 3,00","pro Einheit = 3,00",Aus Baumwolle und Polyester Größen 35/38 - 43/46,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_430.jpg,cat_non_food,,,ref_000368,obs_0000015235|obs_0000013894|obs_0000013011|obs_0000012564|obs_0000013909|obs_0000026059|obs_0000014224|obs_0000022644|obs_0000014044|obs_0000026984,obs_0000015235|obs_0000013894|obs_0000013011|obs_0000012564,,
CUP NOODLES,Soba Wok Style,"€ 1,29","€ 1,79","1 kg = 14,03 - 14,83","1 kg = 14,03 - 14,83","Instant-Weizennudeln mit Gemüse, würziger Sauce und z. T. Fleisch, in 3 Minuten zubereitet, versch. Sorten",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_206.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000369,,,,
VINSON,Socken,"€ 4,99",,"pro Einheit = 3,00","pro Einheit = 3,00",Aus Baumwolle und Polyester Größen 35/38 - 43/46,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_429.jpg,cat_non_food,,,ref_000370,obs_0000011300|obs_0000001624|obs_0000023153|obs_0000001173|obs_0000024304|obs_0000000756|obs_0000000758|obs_0000000765|obs_0000023885|obs_0000001375|obs_0000001405|obs_0000000967|obs_0000023044|obs_0000002058|obs_0000017451|obs_0000022642|obs_0000001174|obs_0000024258|obs_0000016081|obs_0000024283|obs_0000015615|obs_0000015624|obs_0000012561|obs_0000023836|obs_0000012590|obs_0000023861|obs_0000012599|obs_0000018780|obs_0000003499|obs_0000023493|obs_0000011723|obs_0000011742|obs_0000022041|obs_0000002598|obs_0000016449|obs_0000000593|obs_0000018523|obs_0000010858|obs_0000010866|obs_0000022652|obs_0000025733|obs_0000008358|obs_0000028350|obs_0000016581|obs_0000010467|obs_0000028476|obs_0000002882|obs_0000019870|obs_0000025525|obs_0000019910,obs_0000011300|obs_0000001624|obs_0000023153|obs_0000001173|obs_0000024304|obs_0000000756|obs_0000000758|obs_0000000765|obs_0000023885|obs_0000001375|obs_0000001405|obs_0000000967,,
MEDIASHOP,Solar-Multifunktionslicht Panta TrioSolar,"€ 17,99","€ 49,90","pro Einheit = 17,99","pro Einheit = 17,99","3 multidirektional einstellbare Lichtkegel Insgesamt 74 LEDs mit 600 lm Bewegungssensor mit bis zu 7,5 m Reichweite Abschaltautomatik Tageslichtsensor hilft Energie sparen Sicherheits- und Heimkehrmodus Solarmodul mit Li-Ion-Akku Keine Batterien, kein Stromanschluss nötig Ideal für alle Outdoor-Bereiche (wetterfest) Zur Wand- oder Bodenmontage (mit Erdspieß) Für Flächen bis zu 100 m²",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_469.jpg,cat_non_food,,,ref_000371,,,,
WIESBAUER,Sonntagsaufschnitt,"€ 2,99",,"1 kg = 14,95","1 kg = 14,95",mit 4 Schinkenspezialitäten,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_115.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000372,obs_0000015361|obs_0000011794|obs_0000010078,obs_0000015361|obs_0000011794|obs_0000010078,,
OLYMP,Sounds of Nature Box,"€ 14,99","€ 29,95","pro Einheit = 14,99","pro Einheit = 14,99","Wiedergabe von Naturklängen (ca. 1 Min) Auswahl: Vogelgesang, Bach, Bergwiese, Meer Lautstärke regulierbar Mit Bewegungssensor Mit 12 wechselbaren Acryl-Frontmotiven Inkl. Batterien",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_337.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000373,,,,
Keine Marke,Souzouki-Stixs Gyros Style,"€ 2,22",,"1 kg = 7,40","1 kg = 7,40","aus fein zerkleinertem Putenfleisch, mariniert",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_105.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000374,obs_0000013896|obs_0000011848|obs_0000000648|obs_0000034972|obs_0000001454,obs_0000013896|obs_0000011848,,
Keine Marke,Span Erdbeeren,"€ 2,99","€ 4,99","1 kg = 7,48","1 kg = 7,48",Kl. I,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_059.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000375,obs_0000013901|obs_0000012233|obs_0000013414|obs_0000013418|obs_0000011389|obs_0000031261|obs_0000006265|obs_0000030915|obs_0000031462|obs_0000032512|obs_0000006408|obs_0000027419|obs_0000029494|obs_0000031576|obs_0000030564|obs_0000000875|obs_0000022919|obs_0000030617|obs_0000024529,obs_0000013901|obs_0000012233,,
Keine Marke,Span Orangen,"€ 2,49","€ 3,79","1 kg = 1,66","1 kg = 1,66","Sorte laut Auszeichnung, Kl. I",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_064.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000376,obs_0000014877|obs_0000013417|obs_0000010976|obs_0000015711|obs_0000012742|obs_0000015310|obs_0000010521|obs_0000012208|obs_0000014361|obs_0000014880|obs_0000011816|obs_0000008755|obs_0000009787|obs_0000032323|obs_0000016457|obs_0000013904|obs_0000014419|obs_0000029277|obs_0000009316|obs_0000030827|obs_0000017005|obs_0000011383|obs_0000029823|obs_0000025768|obs_0000019119|obs_0000027858|obs_0000027355|obs_0000031473|obs_0000013048|obs_0000008977|obs_0000032059|obs_0000030565|obs_0000031118|obs_0000024463|obs_0000028048|obs_0000021906|obs_0000028056|obs_0000029592|obs_0000024992|obs_0000010164|obs_0000034743|obs_0000026554|obs_0000012745|obs_0000029131,obs_0000014877|obs_0000013417|obs_0000010976|obs_0000015711|obs_0000012742|obs_0000015310,,
Keine Marke,Span Zitronen,"€ 0,39","€ 0,79","pro Einheit = 0,39","pro Einheit = 0,39","Sorte laut Auszeichnung, Kl. I",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_089.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000377,obs_0000012177|obs_0000014878|obs_0000011385|obs_0000015312|obs_0000014382|obs_0000013905|obs_0000031323|obs_0000028262|obs_0000008321|obs_0000021667|obs_0000010973|obs_0000027911|obs_0000031554|obs_0000034117|obs_0000027477|obs_0000020848|obs_0000024462|obs_0000028057|obs_0000026542|obs_0000030136|obs_0000025087,obs_0000012177,,
