Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Gueltig_raw,Gueltig_von,Gueltig_bis
Blended Scotch Whisky 18 Jahre Sherry Cask Finish,Glenalba,"€ 33,33",Kein vorheriger Preis,"€ 47,61 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Tragbarer DVD-Player SPDP 18 A1,SilverCrest,"€ 54,99",Kein vorheriger Preis,"€ 54,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Aufs Brot,Ferdi Fuchs,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Holz-Küche,Lupilu,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Getrocknete Steinpilze,Deluxe,"€ 1,99",Kein vorheriger Preis,"€ 99,50 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Actimel XXL,Danone,"€ 3,33",Kein vorheriger Preis,"€ 2,77 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Steinofenpizza Margherita XXL,Trattoria Alfredo,"€ 3,49",Kein vorheriger Preis,"€ 2,91 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Hähnchen-Hackfleisch XXL,Metzgerfrisch,"€ 4,99",Kein vorheriger Preis,"€ 6,24 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Hirschbraten,Deluxe,"€ 11,99",Kein vorheriger Preis,"€ 19,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Bistro Baguettes,Dr. Oetker,"€ 2,79",Kein vorheriger Preis,"€ 5,58 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Kinder Kinderini,Ferrero,"€ 2,99",Kein vorheriger Preis,"€ 11,96 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Mandeln,Belbake,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Damen Rollkragenshirt,Esmara,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Saft,Hohes C,"€ 1,49",Kein vorheriger Preis,"€ 1,49 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Küchenzubehör-Set,Lupilu,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Merino Thermo-Unterhemd,Esmara,"€ 3,49",Kein vorheriger Preis,"€ 3,49 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Damen Strickpullover,Esmara,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Boujee Choc Berries Balls,Dovgan,"€ 2,99",Kein vorheriger Preis,"€ 21,36 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Flips XXL,Snack Day,"€ 0,99",Kein vorheriger Preis,"€ 6,60 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Saucen,Ben's Original,"€ 1,79",Kein vorheriger Preis,"€ 4,47 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Feel the Bazar Breeze,Kania,"€ 1,29",Kein vorheriger Preis,"€ 17,20 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Damen-Sweatjacke,Esmara,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Rohwurst,Sol & Mar,"€ 2,99",Kein vorheriger Preis,"€ 11,96 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Damen Weste,Esmara,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Schokoriegel,Bounty,"€ 2,99",Kein vorheriger Preis,"€ 11,63 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
4 Wassergläser,Ernesto,"€ 6,99",Kein vorheriger Preis,"€ 1,75 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Premium Kalbs-Leber,Metzgerfrisch,"€ 6,99",Kein vorheriger Preis,"€ 17,47 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Knuspriger Snackmix,Sol & Mar,"€ 1,99",Kein vorheriger Preis,"€ 6,63 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Chicken Nuggets,Metzgerfrisch,"€ 3,99",Kein vorheriger Preis,"€ 5,32 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Energy Drink,Red Bull,"€ 5,29",Kein vorheriger Preis,"€ 3,53 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Monalie Cotes de Provence,Keine Marke,"€ 5,99",Kein vorheriger Preis,"€ 7,99 / l -",09.10. - 11.10.,2025-10-09,2025-10-11
Geschirrset 16­-tlg.,Mövenpick,"€ 30,99",Kein vorheriger Preis,"€ 1,94 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Pudding mit Karamellüberzug,Sol & Mar,"€ 1,69",Kein vorheriger Preis,"€ 2,82 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Enteiserspray,W5,"€ 2,49",Kein vorheriger Preis,"€ 2,49 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Kissen Super Soft,John Cotton,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Premium Multifunktionsöl-­Spray,W5,"€ 2,79",Kein vorheriger Preis,"€ 5,58 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Bio Traditions-Lyoner,Metzgerfrisch,"€ 1,79",Kein vorheriger Preis,"€ 14,32 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Rote Äpfel,Keine Marke,"€ 2,49",Kein vorheriger Preis,"€ 1,25 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Kissen Super Soft,John Cotton,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Spanische Oliven,Sol & Mar,"€ 1,99",Kein vorheriger Preis,"€ 13,27 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Feder­ und Daunen­-Bettdecke,Livarno Home,"€ 44,99",Kein vorheriger Preis,"€ 44,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Räucherlachs,Deluxe,"€ 2,79",Kein vorheriger Preis,"€ 27,90 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Delikatess Kochhinterschinken,Dulano,"€ 1,29",Kein vorheriger Preis,"€ 6,45 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
LED-Dekofigur,Livarno Home,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Brioche-Croissant mit Cremefüllung,Lidl Backshop,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Finocchiona,Deluxe,"€ 2,79",Kein vorheriger Preis,"€ 27,90 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Express Heizungstrockner,Vileda,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Bio Spaghetti,Combino,"€ 0,85",Kein vorheriger Preis,"€ 1,70 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Musselin-Bettwäsche,Livarno Home,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Schwabische Spatzle,Deluxe,"€ 2,29",Kein vorheriger Preis,"€ 4,58 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Reinigungshelfer,Vileda,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Cerealien,Kellogg's,"€ 2,99",Kein vorheriger Preis,"€ 7,12 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Air Duftspray,W5,"€ 1,79",Kein vorheriger Preis,"€ 5,97 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
LED-Lichterschlauch,Livarno Home,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Schweine Hackfleisch,Metzgerfrisch,"€ 1,99",Kein vorheriger Preis,"€ 3,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Crunchy Duo,Ritter Sport,"€ 2,99",Kein vorheriger Preis,"€ 13,72 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
White Tiger Garnelenring,Deluxe,"€ 4,99",Kein vorheriger Preis,"€ 16,63 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Stieleis Mandel,Bon Gelati,"€ 2,99",Kein vorheriger Preis,"€ 4,15 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Ortungsgerät PPOG 120 A1,Parkside,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Kinder-Ski- und Snowboardhelm,Crivit,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Waschbecken-Unterschränke,Keine Marke,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Holz-Eiswagen,Lupilu,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Amarone della Valpolicella Classico,Keine Marke,"€ 19,99",Kein vorheriger Preis,"€ 26,65 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Aluminium-Haushaltsleiter,Parkside,"€ 32,99",Kein vorheriger Preis,"€ 32,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Pflanzenschutz Vlieshaube XXL,Parkside,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Kuhkäse Morião,Quinta dos Açores,"€ 6,30",Kein vorheriger Preis,"€ 9,00 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Heidekraut Calluna Vulgaris,Keine Marke,"€ 6,99",Kein vorheriger Preis,"€ 0,70 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Damen-Stiefeletten,Esmara,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Chianti Riserva,Corte Alle Mura,"€ 5,99",Kein vorheriger Preis,"€ 7,99 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Weichspüler,Kuschelweich,"€ 1,29",Kein vorheriger Preis,"€ 1,29 / l -",16.10. - 18.10.,2025-10-16,2025-10-18
Geburtstagskerzen,Livarno Home,"€ 1,00",Kein vorheriger Preis,"€ 0,20 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
XO Brandy de Jerez Solera Gran Reserva,Majestat,"€ 14,99",Kein vorheriger Preis,"€ 21,41 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Big Packs Baby Dry,Pampers,"€ 19,99",Kein vorheriger Preis,"€ 0,22 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Milchreis,Milbona,"€ 0,39",Kein vorheriger Preis,"€ 1,95 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Keramik-Steckdosen-Heizlüfter TSH 600 B2,Tronic,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Puppenhaus-Spiel-Set,Gabby's Dollhouse,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Meeresfrüchte,Sol & Mar,"€ 3,99",Kein vorheriger Preis,"€ 14,78 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
ClimaTemp Thermo-Hygrometer-Indikator,Bresser,"€ 9,99",Kein vorheriger Preis,"€ 3,33 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Saure Sahne,Milbona,"€ 0,69",Kein vorheriger Preis,"€ 3,45 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Eisenbahn-Set Unterwasser,Lupilu,"€ 14,99",Kein vorheriger Preis,"€ 0,44 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Tawny Port 10 Jahre,Armilar,"€ 11,99",Kein vorheriger Preis,"€ 15,99 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Schubladenbox,Livarno Home,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Topf Kupfer 20 cm,SilverCrest,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Kitchen Tools Waffeleisen SWEW 750 D4,SilverCrest,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Hähnchen-Schnitte Cordon Bleu,Metzgerfrisch,"€ 6,49",Kein vorheriger Preis,"€ 8,65 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Couchtisch,Livarno Home,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Küchentücher,Floralys,"€ 2,99",Kein vorheriger Preis,"€ 1,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Putenschnitzel auf Metaxa-Sauce,Metzgerfrisch,"€ 3,99",Kein vorheriger Preis,"€ 7,98 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Original,Heineken,"€ 3,99",Kein vorheriger Preis,"€ 2,02 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Schweinerückensteaks,Metzgerfrisch,"€ 5,79",Kein vorheriger Preis,"€ 7,24 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Herren Sweathose,Esmara,"€ 11,99",Kein vorheriger Preis,"€ 11,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Taschentücher,Tempo,"€ 3,99",Kein vorheriger Preis,"€ 0,10 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Herren Steppjacke,Esmara,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Damen Maxi-Steppmantel,Esmara,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Bio Knusprige Haferpops,Crownfield,"€ 2,45",Kein vorheriger Preis,"€ 6,53 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Edelstahl-Pfanne Duetto,Tefal,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Feigen Walnussbrot,Lidl Backshop,"€ 1,49",Kein vorheriger Preis,"€ 4,26 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Hackfleisch Gemischt,Metzgerfrisch,"€ 7,49",Kein vorheriger Preis,"€ 6,24 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Feine Butter,Meggle,"€ 1,79",Kein vorheriger Preis,"€ 7,16 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Deko-Wichtel,Livarno Home,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Kinder-Ski-Hose,Crivit,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Kinder-Fäustlinge,Lupilu,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Scottish Dry Gin,Ben Bracken,"€ 10,99",Kein vorheriger Preis,"€ 15,70 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Weihnachtsfensterbilder,Livarno Home,"€ 0,49",Kein vorheriger Preis,"€ 0,49 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Kinder Seamless-Funktionsunterwäsche 2 tlg.,Lupilu,"€ 9,99",Kein vorheriger Preis,"€ 5,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Fruchtjoghurt,Milbona,"€ 1,19",Kein vorheriger Preis,"€ 2,97 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Blended Scotch Whisky 32 Jahre Sherry Cask Finish,Glenalba,"€ 69,99",Kein vorheriger Preis,"€ 99,99 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Hängeregal,Livarno Home,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Natives Olivenöl extra,Sol & Mar,"€ 5,99",Kein vorheriger Preis,"€ 7,99 / l -",16.10. - 18.10.,2025-10-16,2025-10-18
Bio Rübenzucker,Belbake,"€ 1,49",Kein vorheriger Preis,"€ 1,99 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Drehtürenschrank Alabama,Rauch Möbel,"€ 339,00",Kein vorheriger Preis,"€ 339,00 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Vorschlaghammer,Parkside,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Herren Cargohose,Esmara,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Golden Selection Blended Scotch Whisky,Dimple,"€ 19,99",Kein vorheriger Preis,"€ 28,56 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Bademantel,Livarno Home,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Garten-Kniekissen,Parkside,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Mandarinen Satsumas,Keine Marke,"€ 1,99",Kein vorheriger Preis,"€ 1,33 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Apfel-Direktsaft Naturtrüb,Solevita,"€ 1,65",Kein vorheriger Preis,"€ 1,65 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Duftkerze im Glas,Yankee Candle,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Reise-Traumflugzeug,Barbie,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
4-Jahreszeiten-Daunendecke,Fjödur,"€ 119,00",Kein vorheriger Preis,"€ 119,00 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Feinste Baumkuchenspitzen,Favorina,"€ 2,99",Kein vorheriger Preis,"€ 19,93 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Gartenwerkzeuge,Parkside,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Kinder Thermo Fleecejacke,Crivit,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Schoko-Lollys,Favorina,"€ 2,49",Kein vorheriger Preis,"€ 16,60 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Kraftstation SP 2000,Christopeit Sport,"€ 334,00",Kein vorheriger Preis,"€ 334,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Kitchen Tools Stabmixerset SSMSR 600 A1,SilverCrest,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Straßenbesen,Parkside,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Piccolinis Salami,Original Wagner,"€ 4,99",Kein vorheriger Preis,"€ 6,93 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Damen-Hausanzug,Esmara,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Steinofenpizza,Gustavo Gusto,"€ 3,59",Kein vorheriger Preis,"€ 7,80 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Die Limo Zitrone-Minze,Granini,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Grobe Bratwurst,Metzgerfrisch,"€ 1,99",Kein vorheriger Preis,"€ 4,97 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
High Protein-Pudding,Dr. Oetker,"€ 1,99",Kein vorheriger Preis,"€ 4,97 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Dão Reserva,Torre de Ferro,"€ 3,49",Kein vorheriger Preis,"€ 4,65 / l -",16.10. - 18.10.,2025-10-16,2025-10-18
Kinder-Pyjama,Lupilu,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Bio-Brühe,Kania,"€ 1,39",Kein vorheriger Preis,"€ 9,93 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Eisenbahn Erweiterungs-Set,Playtive,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Ski-Handschuhe,Crivit,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Bio Leinöl,Vita D'or,"€ 1,35",Kein vorheriger Preis,"€ 5,40 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Kartoffelomelett Tortilla,Sol & Mar,"€ 2,99",Kein vorheriger Preis,"€ 5,98 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Kinder Seamless-Funktionsunterwäsche,Crivit,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Winkelschleiferzubehör,Parkside,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
The Chocolate Block,Boekoenhoutskloof,"€ 21,99",Kein vorheriger Preis,"€ 29,32 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Strickmütze,Crivit,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Joghurt XXL,Nestlé,"€ 3,79",Kein vorheriger Preis,"€ 5,26 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
LED-Solarstrahler,Livarno Home,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Halloween Totenkopf,Keine Marke,"€ 4,90",Kein vorheriger Preis,"€ 14,71 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Blumenkohl,Freshona,"€ 1,99",Kein vorheriger Preis,"€ 3,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Toasty,Tillman‘s,"€ 2,79",Kein vorheriger Preis,"€ 9,96 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Schmelzkäse,Milkana,"€ 1,89",Kein vorheriger Preis,"€ 9,95 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Halloween Fruchtkaubonbons,Keine Marke,"€ 4,79",Kein vorheriger Preis,"€ 3,99 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Savaron,Laiterie de le Montagne,"€ 3,79",Kein vorheriger Preis,"€ 12,63 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Vodka,Absolut,"€ 9,99",Kein vorheriger Preis,"€ 14,27 / l -",17.10. - 18.10.,2025-10-17,2025-10-18
Ice Cream,Snickers,"€ 5,29",Kein vorheriger Preis,"€ 8,91 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Crosstrainer EL 5000 Pro,Christopeit Sport,"€ 239,00",Kein vorheriger Preis,"€ 239,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Mineralwasser,Gerolsteiner,"€ 0,79",Kein vorheriger Preis,"€ 0,53 / l -",09.10. - 11.10.,2025-10-09,2025-10-11
Fruchtgummi,Haribo,"€ 0,79",Kein vorheriger Preis,"€ 4,94 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
